Image Name,Colorfulness Difference,Brightness Difference,Contrast Difference,Weighted Difference
170.jpg,0.0570104308393817,136.2966604299591,10.904948385067817,36.82890741917641
171.jpg,0.1195962456555227,45.164426062125834,22.4380598598968,16.96041960333343
172.jpg,0.06446206266410626,31.56200861896976,18.884528589146047,12.64386533336101
173.jpg,0.07069732478352789,28.637870192025396,22.72765387171706,12.876729678327377
174.jpg,0.02709433786462647,102.29352385588497,10.030414874219087,28.09453185145832
175.jpg,0.06501806736373596,31.480334036654522,18.787932776297463,12.599575736919851
176.jpg,0.07731452315649458,64.29596388429161,25.559439270473828,22.50250805026959
177.jpg,0.0792913665368917,62.215206574138556,25.390256186638577,21.94101137346273
178.jpg,0.027238284527093364,100.17344283736652,10.406100261907913,27.658504917082166
179.jpg,0.04592963689326803,48.683209760899906,11.117047913347712,14.973029237008538
18.jpg,0.0834141860476766,34.45933327525641,22.5998791669543,14.306510203576517
180.jpg,0.06104548001907518,33.4093582519475,19.235778760941415,13.191806993231769
181.jpg,0.026101417357624803,102.49788728181099,10.043186501520518,28.148319154511682
182.jpg,0.07916367244013066,114.68647524477393,14.335732073220225,32.295133665718616
183.jpg,0.026968263805642063,98.92633056884803,10.735252215345923,27.428879827951313
184.jpg,0.2466519907609763,32.210656429540755,18.197738557394743,12.725424742114354
185.jpg,0.06369368391098189,84.21677514055376,10.890669189487992,23.808707924465896
186.jpg,0.06155700619041239,93.20831552255159,15.081122665800548,27.103138050183265
187.jpg,0.15740768579890013,50.786035895266245,18.296541857379207,17.349348281060827
188.jpg,0.07310446647780129,79.62634554950425,19.434140692662357,24.80167379378054
189.jpg,0.00966278596543694,28.73745876935954,13.624791594090171,10.59539398384515
19.jpg,0.017970555628273408,46.41965736276241,12.650080856702004,14.776419832680231
190.jpg,0.08163769316020072,53.50268966136607,16.424190379103013,17.522538856697363
191.jpg,0.07189279132901848,79.46705838446313,19.29755377470685,24.727099435456992
192.jpg,0.07173684267192315,32.963047922086396,25.554421542394156,14.665235787456107
193.jpg,0.009669722950046306,28.748620034791646,13.809614216240556,10.644393424233078
194.jpg,0.009657580444239209,28.720202837646575,13.231755678743328,10.492818419319594
195.jpg,0.13264408523153387,97.13608172625543,28.823757389329575,31.556281821511984
196.jpg,0.04214793175542815,34.80349698008538,20.298154878157064,13.79648693043833
197.jpg,0.03819655530428389,64.51571957487805,18.772336006441268,20.841112172981973
198.jpg,0.10064499370832972,66.97067037836526,24.22397585393077,22.848984054928174
199.jpg,0.05932609565550918,39.56226135505082,10.956226096904167,12.659284910816492
2.jpg,0.25894796584561053,36.45324450787074,21.43888845628998,14.602507223962993
20.jpg,0.03735418688837801,77.53553677952473,16.83602634561795,23.611567874729886
200.jpg,0.015282263465234614,56.65423790374757,16.698142785361632,18.3457363040099
201.jpg,0.04856416249991792,37.54816725092629,9.764321134587018,11.852404177628292
202.jpg,0.2718947585114749,30.728130503491375,13.614378922131403,11.221574735661438
203.jpg,0.11127934522704228,42.71543275875188,13.401204396308229,14.084798961378564
204.jpg,0.09304424010538405,28.901230414485564,15.549255404381533,11.159143574769475
205.jpg,0.26782942884557126,30.48907278403933,14.318132893208936,11.33571613373485
206.jpg,0.13642713937331588,92.4746754762554,29.92544570423163,30.6682438648084
207.jpg,0.36287354857191106,38.522758137588504,12.611427064533936,12.964983074816569
208.jpg,0.05262705224130815,62.153826365805216,39.042587802648136,25.32541706823401
209.jpg,0.04082666473730358,76.85882931424699,45.42205374218333,30.590634096476258
21.jpg,0.0696449471735396,65.19803665628238,11.351323076555927,19.17216240679634
210.jpg,0.2032770989132468,40.19625082073749,11.065887710339002,12.917173182225758
211.jpg,0.08645053643527173,52.62088944944263,20.618518577617536,18.35307727498267
212.jpg,0.02775808326319236,55.623722258995514,9.874040189396935,16.3883196537297
213.jpg,0.19650018300013505,53.360510745471025,29.357681302814445,20.77779810357142
214.jpg,0.05187615946981155,123.18013843921837,10.800004362993167,33.5209737802878
215.jpg,0.10785979509827076,112.99930510588507,19.103667169967377,33.079672966512234
216.jpg,0.14672857013915097,31.907727741926486,10.187621596068418,10.597201619568311
217.jpg,0.23680250404882733,29.20014126793931,14.993010072789776,11.166689087206692
218.jpg,0.07608429370317175,28.51115282709968,14.961793171478625,10.906278646496167
219.jpg,0.3362431922177866,29.379025151451902,21.653047855884335,12.92613984794295
22.jpg,0.037288582121866365,77.31533384742605,35.86564435845561,28.313888842531348
220.jpg,0.09261131119565598,28.871579662170763,14.902270051669811,10.98976808405797
221.jpg,0.19503786628938685,52.418477412405586,18.02950311986776,17.70951406621303
222.jpg,0.19258313306334712,29.088123470301483,26.91130140901761,14.09614778636144
223.jpg,0.14095717346342232,28.634199053837268,9.796418382265609,9.678132945757431
224.jpg,0.13237368873416314,42.49564853512458,10.90938679407889,13.417445676667942
225.jpg,0.17192743298251303,50.021364743645925,18.500007651895874,17.21630681537671
226.jpg,0.18686879098500694,28.634826933923534,16.480322135617055,11.372221662877655
227.jpg,0.08709655563575035,28.67728554405091,11.126037405671276,9.994379015248427
228.jpg,0.07372525601148192,78.95772244696313,23.438637375158272,25.635952583536078
229.jpg,0.07936994653152168,56.319989620106625,30.41625364965329,21.723745790705745
23.jpg,0.0540226091116234,58.73069287145301,14.06909822849286,18.226959079542265
230.jpg,0.045925271507485,46.43718002865749,13.313924886528337,14.96073886455021
231.jpg,0.08288396903475545,29.198778131365245,14.348008001902944,10.928138517834425
232.jpg,0.014318645197416142,44.42438763251967,27.657877145421157,18.027725517083905
233.jpg,0.20119333256855115,38.127089125926275,16.722101733355267,13.812894381104659
234.jpg,0.019117481132466092,105.98385950403325,14.197248039156705,30.054835626363698
235.jpg,0.03356177370652077,48.75908447288762,10.387743469896472,14.803487872549276
236.jpg,0.05346043808574881,55.44539471269921,9.887609861293909,16.359981362541166
237.jpg,0.049620539082199516,29.391288268735877,9.764225753797314,9.813688775174395
238.jpg,0.03845428466902898,75.29570332026984,30.833155932814176,26.551441955605515
239.jpg,0.08796243712315323,61.56482636580525,11.071401896361538,18.203038284103272
24.jpg,0.01590523384732124,39.07679039606379,11.867878296190218,12.744119789987161
240.jpg,0.14891250897000066,134.72471019847762,12.139302120730271,36.790459334286965
241.jpg,0.04629550656262568,122.9544845040332,10.19904816344107,33.31153092014989
242.jpg,0.21799068513500125,47.01632783654932,18.66595815324428,16.529566840015896
243.jpg,0.030175967037548667,46.29864935736119,12.012441126545859,14.592860604495543
244.jpg,0.04514965755865081,71.94430734226056,16.47961426437325,22.12855523043776
245.jpg,0.0393209956976017,64.24359804710026,19.22684536193986,20.887271350108826
246.jpg,0.08028779661823755,47.71784037245036,21.15481831248856,17.25830856954385
247.jpg,0.04604875990627323,72.0529739124766,16.485927442089597,22.157749718594683
248.jpg,0.010020498418883254,55.88789085467453,27.926438863613203,20.958592678781365
249.jpg,0.24093907076767856,34.25089563058048,17.514124833047806,13.061724651290906
25.jpg,0.017244027366857935,31.705116260537846,17.046171214704234,12.196443882493945
250.jpg,0.019995159972848908,62.16436282413857,20.095637666617417,20.57499770267543
251.jpg,0.016148494283153764,31.480659605713164,12.523026199844915,11.008995698531097
252.jpg,0.13493616383745302,45.356420467990105,12.673534546067012,14.574956835433008
253.jpg,0.033006601809182315,38.50582995957113,17.76618560196291,14.084507191288099
254.jpg,0.031412111056068295,47.42398080454915,11.505579727947318,14.748096188652157
255.jpg,0.09481981650693135,35.55591678830799,16.338777051956427,13.021083368319568
256.jpg,0.03698201059769448,68.32203410971816,11.552720200400499,19.987179582828524
257.jpg,0.11743285234341025,28.756654660563267,9.892262188923471,9.720945638543384
258.jpg,0.016293745494721908,56.20388236702023,10.46688830102328,16.67583953975823
259.jpg,0.07052413818286558,29.538184863072544,10.596564907534816,10.068949511743272
26.jpg,0.03247315529873483,59.65526555101187,18.202027588815575,19.48055986260624
260.jpg,0.05486617057294517,38.339382962731875,11.739230336741254,12.547086410154742
261.jpg,0.2015939517427345,29.736201859889317,25.91434229323338,14.013433014152035
262.jpg,0.039180738175005135,44.285041993361446,15.511281444668073,14.968671228594877
263.jpg,0.06583779308091045,69.9410904368786,13.68769283996487,20.940114715751324
264.jpg,0.055603286945299965,29.589994780414006,11.479491268438665,10.295173155685811
265.jpg,0.012604189743751243,90.8659428373665,16.712306138752897,26.90086433890173
266.jpg,0.04656890179227708,29.073394725606256,10.774394094398277,9.98523165589728
267.jpg,0.025385868072141476,96.08754005958872,14.095737208101514,27.558512250958632
268.jpg,0.10637179157339799,35.2762226745298,9.977864209649203,11.36670761683146
269.jpg,0.04586759842172503,37.55243895231518,11.01572840110168,12.164975637565076
27.jpg,0.020530946973188993,74.7925514105476,21.649858064048928,24.120867842135723
270.jpg,0.33441013998776753,91.50690927255168,22.932255508340813,28.776996265216994
271.jpg,0.028271531136857462,29.247274591716213,11.788793486913013,10.27315278522575
272.jpg,0.03699091463898556,89.27623797625536,17.464777635773906,26.703749360326807
273.jpg,0.06620275907381151,36.10043357071537,10.97565982299985,11.802124727965719
274.jpg,0.045344854950825006,34.53674232232431,10.343566177731224,11.242749552489293
275.jpg,0.20848085510230405,32.77889594644466,29.131361216418487,15.581804718266948
276.jpg,0.016842076091709787,143.83925880958864,12.072019616325042,38.98624064452431
277.jpg,0.1138948525859773,58.15962574182331,13.207109598986047,17.898631261495325
278.jpg,0.05375251143415191,138.26872061514425,10.630719055463764,37.25173617336908
279.jpg,0.055896400757052336,36.77891768495409,19.329273932599243,14.05499610476686
28.jpg,0.024246745335080356,72.45853525506924,22.51213633033449,23.754791269018465
280.jpg,0.06462247671180324,114.6292183003295,9.835328160786297,31.14844785363484
281.jpg,0.09517409263701336,113.73351228181079,18.112720578363515,33.00914526136213
282.jpg,0.18510364244153985,77.87518512057426,16.749151458480608,23.748635965984484
283.jpg,0.031401078354408786,29.582117733442907,12.12086710099285,10.44144674778615
284.jpg,0.11793452400611196,74.0580055603354,18.298209808513928,23.148021104215392
285.jpg,0.03786391380115625,138.34357015218126,10.010181875607698,37.107369963847844
286.jpg,0.011252682114382,66.70832701416775,17.949069359908933,21.16997543457636
287.jpg,0.1084943552861862,28.486748023858954,25.2893660694472,13.498275700969621
288.jpg,0.10799788987511959,117.71680510588509,11.218491339472406,32.2878230562769
289.jpg,0.09296875947674063,38.200508668066874,9.78580337554668,12.043062390641754
29.jpg,0.19748389878472092,102.67689191144059,28.260991727670604,32.83321285917016
290.jpg,0.20089494653825204,38.91444761056996,10.104451066438576,12.35517214252127
291.jpg,0.10697219946336833,112.141492605885,19.127518957878273,32.870738990672535
292.jpg,0.07072362991994036,43.29636728512453,20.786948824920426,16.05619084247121
293.jpg,0.010742891992306559,29.173660460059263,12.130793996722435,10.331485060191579
294.jpg,0.03037874865479238,29.428807548257726,11.991395714589714,10.370240190039256
295.jpg,0.08376021102181151,77.11018251640745,25.167837322997244,25.611385065362082
296.jpg,0.06508394144523011,47.671349245907145,14.661955726112291,15.615868213727483
297.jpg,0.05070910578453769,36.132342666008576,26.00500684566248,15.559691930810034
298.jpg,0.07488030875504602,62.65621699080525,21.54479871346036,21.087694080443907
299.jpg,0.02557556232370899,61.51320136580526,14.697339435859046,19.065422981577917
3.jpg,0.013416651503930706,46.297542007824184,12.264908528313818,14.64732095978647
30.jpg,0.10491757838150394,36.448568726620735,10.898886103545575,11.88932249673234
300.jpg,0.0655502490805326,46.726613137475205,14.314538634341728,15.293063067494504
301.jpg,0.049712648901716006,47.75854716257383,15.722837507097715,15.895202491868739
302.jpg,0.010238656966829823,29.008139334694885,12.233753450962707,10.315592524897806
303.jpg,0.010231299580253424,29.08702783778132,12.186431033742016,10.323480367670962
304.jpg,0.13007032085930242,127.0201037169961,10.913713724620512,34.548489520833805
305.jpg,0.02300592581230845,28.460572794433922,10.035600403536247,9.635546262398694
306.jpg,0.016333206780910704,51.34771355730334,11.188576273675425,15.642239061135134
307.jpg,0.015621959396664277,135.91391158736658,17.963612999898146,38.47719212651446
308.jpg,0.032312073909305405,41.96603276292242,14.650503882785976,14.17029019838177
309.jpg,0.024062703200552156,72.69747526278529,15.318786932963274,22.016096900537413
31.jpg,0.13042714999928504,88.67006899477387,15.667163788632946,26.149521770851358
310.jpg,0.10612576571693229,61.00079467909828,9.82485372334215,17.75947498346858
311.jpg,0.0730119685277572,50.545987718182964,14.751633168986059,16.360911206056116
312.jpg,0.09265966188300298,44.444281054587506,15.574775603962484,15.05109399557901
313.jpg,0.030991632921484706,44.5584683074962,18.700148854793404,15.830150107033175
314.jpg,0.0704182591917925,53.33207874315615,16.066728116755737,17.38491084457388
315.jpg,0.03201471237838907,70.01993867183232,15.486709325888363,21.39266935561938
316.jpg,0.032517657029909115,69.99372676982611,15.47113072830943,21.38247320304886
317.jpg,0.009778574602651436,39.821606809011726,14.763237694088522,13.651100413076389
318.jpg,0.03638054941160366,57.17401577797591,27.304341075593832,21.137779488098253
319.jpg,0.024682371411684438,37.98557914328736,11.980531043780328,12.50386873247279
32.jpg,0.12727789518481644,65.30695629416385,15.589879266632858,20.287847837791595
320.jpg,0.014906357901553334,75.74317277489516,16.607567667506775,23.09513828955126
321.jpg,0.022178061265892984,54.357590317230276,19.17905215438886,18.39524964853773
322.jpg,0.013523660519861029,66.67453148947638,22.04179849474478,22.185844326315227
323.jpg,0.07445707006767509,63.749218706822475,10.592755426068603,18.622722068256596
324.jpg,0.026276820009876314,68.45459222121505,17.600603649194774,21.526937377607403
325.jpg,0.010476451871783811,40.35558715050054,28.850629549399102,17.306792400910798
326.jpg,0.08862276277039846,77.76768425251863,21.299266234800893,24.811049003215093
327.jpg,0.033457131538799804,37.283364299537396,33.118131119585875,17.617102420550214
328.jpg,0.07915657904066693,69.85357211126136,32.81845260624079,25.707584468895867
329.jpg,0.07265207160309536,92.52410255958873,17.560406217383797,27.557453230044693
33.jpg,0.126404399091155,65.96664028577264,15.395861255615078,20.403827584892504
330.jpg,0.11177874417655721,124.72176459662569,10.019122079711074,33.74111104117248
331.jpg,0.02904415665373044,49.76153054762152,10.166844869145585,14.996615932518637
332.jpg,0.09646220102480897,30.929247938312013,9.794254966010653,10.229106826593073
333.jpg,0.01301802032676546,29.16909395891154,21.05617202097801,12.562825505135757
334.jpg,0.10839567986409375,33.93915992536572,9.815087934216681,10.992759804827646
335.jpg,0.0743306487943451,46.529027829583434,20.871333147699453,16.887255568717894
336.jpg,0.07177035390908394,41.287053596255774,22.626858851356005,16.01436328885749
337.jpg,0.04561724721114419,78.1842863937223,23.142962255983615,25.354620786032037
338.jpg,0.05404290628544207,45.35999492786657,24.4289742823461,17.474263755695898
339.jpg,0.014638329962722473,56.58909582593512,14.899886688708001,17.879564793642142
34.jpg,0.12778106930820804,63.94518846955397,15.999356375119484,20.05002674582248
340.jpg,0.06123140960809843,121.5696928373665,12.10038678020479,33.44813560919686
341.jpg,0.02233103014637382,87.60234908736638,10.207371925740796,24.463595768350014
342.jpg,0.07008850312630767,84.83353671462767,19.941736240030316,26.228862490227677
343.jpg,0.059857222377761275,59.03338997230813,21.366201425198156,20.129826460565457
344.jpg,0.016470320981445966,99.4635238558851,9.77046387090944,27.31673209218934
345.jpg,0.09950069435330809,125.12993010588502,9.763953724322032,33.77322130472843
346.jpg,0.01596181886407362,39.137713621372384,11.874577921985884,12.761053795271604
347.jpg,0.014758359488357178,101.73078658736641,10.208854688746753,27.992289498772493
348.jpg,0.012703875053210948,67.40721693186318,23.003586628720004,22.60905282767241
349.jpg,0.05198052904462035,43.39924619137456,24.828071554147567,17.082819700902835
35.jpg,0.012528418546361636,29.3051054902819,16.399427121309696,11.43239736217108
350.jpg,0.021956950427656476,86.54653758268317,10.353874846027827,24.236081582391602
351.jpg,0.013975551793062582,28.926760754902674,21.4117654627794,12.591619330317048
352.jpg,0.014014245195591555,102.19811297625543,10.523156903142898,28.187324592447357
353.jpg,0.05536348485128272,73.98791663286627,17.06306190579013,22.79042637708974
354.jpg,0.0962092196465807,125.14199607810725,9.848506199535278,33.79573017923392
355.jpg,0.1668605895796886,68.64115448008852,15.221581320710374,21.049114244989557
356.jpg,0.055628190753205735,58.46941393626775,21.16322970383203,19.935975005401556
357.jpg,0.048634161891708015,47.00946383191968,15.764567865644256,15.717825005336843
358.jpg,0.05041883169950397,83.58403097581599,17.908023876273056,25.39822312887204
359.jpg,0.05313476721690666,124.2251673744036,11.330671142344908,33.91552701279557
36.jpg,0.1740031984324245,66.62725988453808,15.277618401597415,20.563221170750108
360.jpg,0.012184548766687557,67.34339830724902,23.204883869875385,22.643162818664436
361.jpg,0.06755866563722139,54.836211711351794,13.658016002541125,17.15733626129183
362.jpg,0.08959991973393786,31.233328754552154,9.767163042506528,10.294922909131634
363.jpg,0.06058082512126959,32.83580103903727,18.212869737782185,12.792458106765492
364.jpg,0.200689444959494,74.28248144768109,26.46788759558677,25.28793698329672
365.jpg,0.0324155082621421,37.85145804953739,19.07768084444872,14.248492477627599
366.jpg,0.034129129991694526,51.64670458203759,38.375875797050824,22.52270965976795
367.jpg,0.18822157224335842,97.68188033736651,27.010502388998166,31.26720646771282
368.jpg,0.09048596911538458,28.413599769756257,9.931624573871927,9.63154907046473
369.jpg,0.06910767973845713,52.9168816158121,12.539010454211967,16.39852685737525
37.jpg,0.010409848360021384,58.432916636885025,17.590597131119765,19.011083366181232
370.jpg,0.10517736384402145,124.94727964292201,9.809013329111743,33.74166192493046
371.jpg,0.17289708209594287,65.8578972302171,16.5099425594435,20.678408488463116
372.jpg,0.0096393250935765,29.34625231162363,11.842836935966846,10.302091974444409
373.jpg,0.02757175255075878,103.41880742069989,14.577845012624582,29.512948984606464
374.jpg,0.014304616510818482,31.50982608081819,17.8196408517964,12.339519041409067
375.jpg,0.03219296065077359,62.22284199080526,17.734415632111276,20.00541088605453
376.jpg,0.18399462569986513,49.93511011401631,29.603005497006084,19.976526215605514
377.jpg,0.059593131524449845,49.64562944030872,31.70459800686017,20.36735342755443
378.jpg,0.04964429521835163,61.14838365747193,22.572213218133445,20.95497136651051
379.jpg,0.03790600328473486,48.95074356818081,10.563767112017631,14.897580671691976
38.jpg,0.05378922275531327,51.94984980555974,19.159418028379125,17.804211569862368
380.jpg,0.0377004603484632,43.24030087887458,24.090802798184573,16.85162614943901
381.jpg,0.1153048426454794,78.87551623554323,19.42974036247003,24.633966570826086
382.jpg,0.014057054685849234,31.386675369801758,18.068319912523172,12.370777347924152
383.jpg,0.03220362658083598,88.66998218921835,26.916852012065558,28.912810363611392
384.jpg,0.17705881228936937,36.11760747117833,18.947525436817347,13.854812633143611
385.jpg,0.08568505666450736,51.11128025290521,24.91253494345688,19.048796327422775
386.jpg,0.09021530292020642,49.49880035080256,19.790510809595972,17.367435441559746
387.jpg,0.027374325920840013,104.99144052255168,19.514548991786327,31.140184541544915
388.jpg,0.11765725646197747,63.27906594913856,19.950080010801127,20.86611511821591
389.jpg,0.05832531300296103,43.892937597624574,17.068448024838467,15.269509062117244
39.jpg,0.4182479543167033,56.14759378677327,33.361625856292584,22.5864288879248
390.jpg,0.07924759670420745,61.86087324080527,14.932053608970238,19.23785551079599
391.jpg,0.009912647412590136,73.71425710354528,17.774752387976722,22.877208696586802
392.jpg,0.0362955731740591,92.08331552255159,11.96058622273559,26.029123222908833
393.jpg,0.06466505926778493,81.66902393492104,34.94992065532531,29.187068677195445
394.jpg,0.03289880391413609,61.34713886580524,17.786706164333832,19.799910659491847
395.jpg,0.18104030246026884,50.00606208160888,30.186845123890166,20.138746952604876
396.jpg,0.0377782636989771,43.60937900387456,24.108139097801015,16.948268657268375
397.jpg,0.020570957784601555,50.17719894503482,20.361597325169818,17.64498454644346
398.jpg,0.11686856281067402,78.68752202258037,19.519489411753458,24.610187139988778
399.jpg,0.033584760292877054,91.73205973551475,26.26923978817327,29.517117261068407
4.jpg,0.10090961290640871,51.713854562747414,23.232803344822397,18.787119283345664
40.jpg,0.4191724166955588,56.4567565954153,33.261128896663806,22.639057581367545
400.jpg,0.011179171400073485,101.81817663366279,21.254926822143823,30.7738654496517
401.jpg,0.06861101580103095,52.683704659437026,19.70726345186228,18.132047535725338
402.jpg,0.015332763346922233,31.653650622409835,17.696621063621375,12.345234303181261
403.jpg,0.014929218243063478,31.599307354662923,17.765227331530774,12.34859828066996
404.jpg,0.09583935927613532,43.89444541012452,14.111696595418765,14.549455181023895
405.jpg,0.020192220365061467,32.174061666809266,16.503750928403914,12.17954925898582
406.jpg,0.1837592749390688,94.41469862440357,20.89709126868629,28.919827110741995
407.jpg,0.039750230768024024,45.20974053936354,45.636553100898574,22.731448525449544
408.jpg,0.12794407406631908,35.45185056804834,12.330671158324893,12.009602468626468
409.jpg,0.05999307659591867,51.02290424017369,24.1379104297388,18.820200205776086
41.jpg,0.016009466709851896,28.48859495672932,18.939924684769167,11.865134643729546
410.jpg,0.036524117217603305,92.49838496699621,11.839821051318035,26.102813563187347
411.jpg,0.09097498044669684,49.97211995197926,42.261205139296855,23.103818763042373
412.jpg,0.3415203847511504,38.17795153912075,14.980905900360522,13.460474552245893
413.jpg,0.039420290512735656,33.894468374439796,11.743234459858979,11.429135853831067
414.jpg,0.0915279031485943,49.027691581298086,41.66334402105973,22.718522852163765
415.jpg,0.013951058597713388,31.339397417877027,17.866097060582057,12.308349148913631
416.jpg,0.15306274954239238,57.300645696957424,11.04015808834191,17.16173232109603
417.jpg,0.06535983342957144,118.53262107810723,10.865590985037496,32.382232932500976
418.jpg,0.09819021419099161,50.602009274895934,11.906552886001675,15.676235647319901
419.jpg,0.14322698598563166,58.78328970787272,20.720670978578923,19.947603664605698
42.jpg,0.12948260451278337,88.89976806884783,15.246356601235082,26.10127246977716
